# 7SD82-DIF-loopback — Siemens 7SD82 SIPROTEC 5 line differential
# generated 2026-09-05 12:28 from 7SD82.html
# configuration: kv=110; freq=50; len=15; type=cable; iref=600; ich=25; ctAp=600; ctAs=1; ctAstar=line; ctBp=600; ctBs=1; ctBstar=line; stage=loop; vtp=110000; vts=100; vtc=wye; comm=fibre; tprop=0.5; tasym=0.2; sync=pp; cmc=6x; imax=12.5; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
# Staging is loop. Steps marked "both ends" in CurrentNeededAt need current at the remote end;
# at local-end staging they cannot be run and must be recorded as untested, not as passed.
Element,ElementName,Group,TU_Module,DriveAs,Step,StepName,SeqRun,SeqState,SeqLabel,StateDuration_s,Channel,Magnitude,Unit,Angle_deg,Frequency_Hz,ChannelNote,Expected,ExpectedDetail,Verdict,CurrentNeededAt
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),2,Detector — below,,,,,I A-L2,0.0000,A,0.00,50.000,end A,NO PICKUP,Must drop out,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),2,Detector — below,,,,,I A-L3,0.0000,A,0.00,50.000,end A,NO PICKUP,Must drop out,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),3,Retrip timing,,,,,V L1,57.735,V,0.00,50.000,,0.150 s,Stage 1,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),3,Retrip timing,,,,,V L2,57.735,V,-120.00,50.000,,0.150 s,Stage 1,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),3,Retrip timing,,,,,V L3,57.735,V,120.00,50.000,,0.150 s,Stage 1,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),3,Retrip timing,,,,,I A-L1,0.3000,A,-75.00,50.000,end A,0.150 s,Stage 1,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),3,Retrip timing,,,,,I A-L2,0.0000,A,0.00,50.000,end A,0.150 s,Stage 1,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),3,Retrip timing,,,,,I A-L3,0.0000,A,0.00,50.000,end A,0.150 s,Stage 1,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),4,Busbar trip timing,,,,,V L1,57.735,V,0.00,50.000,,0.250 s,Stage 2,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),4,Busbar trip timing,,,,,V L2,57.735,V,-120.00,50.000,,0.250 s,Stage 2,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),4,Busbar trip timing,,,,,V L3,57.735,V,120.00,50.000,,0.250 s,Stage 2,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),4,Busbar trip timing,,,,,I A-L1,0.3000,A,-75.00,50.000,end A,0.250 s,Stage 2,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),4,Busbar trip timing,,,,,I A-L2,0.0000,A,0.00,50.000,end A,0.250 s,Stage 2,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),4,Busbar trip timing,,,,,I A-L3,0.0000,A,0.00,50.000,end A,0.250 s,Stage 2,nu,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),5,Reset check,,,,,V L1,57.735,V,0.00,50.000,,NO TRIP,Detector reset stops the scheme,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),5,Reset check,,,,,V L2,57.735,V,-120.00,50.000,,NO TRIP,Detector reset stops the scheme,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),5,Reset check,,,,,V L3,57.735,V,120.00,50.000,,NO TRIP,Detector reset stops the scheme,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),5,Reset check,,,,,I A-L1,0.0000,A,-75.00,50.000,end A,NO TRIP,Detector reset stops the scheme,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),5,Reset check,,,,,I A-L2,0.0000,A,0.00,50.000,end A,NO TRIP,Detector reset stops the scheme,no,
50BF,Circuit-breaker failure,Automation,State Sequencer,sequence (assemble from these steps),5,Reset check,,,,,I A-L3,0.0000,A,0.00,50.000,end A,NO TRIP,Detector reset stops the scheme,no,
74TC,Trip circuit supervision,Automation,—,binary / DC,1,Healthy circuit,,,,,(no injection),,,,,"Trip circuit intact, breaker closed",NO ALARM,Both inputs energised,no,
74TC,Trip circuit supervision,Automation,—,binary / DC,2,Trip coil open,,,,,(no injection),,,,,Open the coil circuit at the terminal block,ALARM,After 2.000 s,op,
74TC,Trip circuit supervision,Automation,—,binary / DC,3,Trip supply lost,,,,,(no injection),,,,,Remove the DC supply,ALARM,After 2.000 s,op,
74TC,Trip circuit supervision,Automation,—,binary / DC,4,Breaker open,,,,,(no injection),,,,,Breaker open with the circuit intact,NO ALARM,The point that catches a one-input arrangement wired as if it were two,no,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,V L1,57.735,V,0.00,50.000,,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,V L2,57.735,V,-120.00,50.000,,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,V L3,57.735,V,120.00,50.000,,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,V 4,57.735,V,0.00,50.000,line side,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,I A-L1,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,I A-L2,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,1,In synchronism,,,,,I A-L3,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,V L1,57.735,V,0.00,50.000,,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,V L2,57.735,V,-120.00,50.000,,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,V L3,57.735,V,120.00,50.000,,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,V 4,57.735,V,9.60,50.000,line side,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,I A-L1,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,I A-L2,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,2,Angle inside limit,,,,,I A-L3,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,Δθ 9.6°,op,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,V L1,57.735,V,0.00,50.000,,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,V L2,57.735,V,-120.00,50.000,,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,V L3,57.735,V,120.00,50.000,,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,V 4,57.735,V,14.40,50.000,line side,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,I A-L1,0.0000,A,0.00,50.000,end A,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,I A-L2,0.0000,A,0.00,50.000,end A,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,3,Angle outside limit,,,,,I A-L3,0.0000,A,0.00,50.000,end A,BLOCKED,Δθ 14.4°,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,V L1,57.735,V,0.00,50.000,,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,V L2,57.735,V,-120.00,50.000,,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,V L3,57.735,V,120.00,50.000,,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,V 4,50.535,V,0.00,50.000,line side,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,I A-L1,0.0000,A,0.00,50.000,end A,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,I A-L2,0.0000,A,0.00,50.000,end A,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,4,Voltage difference outside,,,,,I A-L3,0.0000,A,0.00,50.000,end A,BLOCKED,ΔV 7.20 V,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,V L1,57.735,V,0.00,50.000,,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,V L2,57.735,V,-120.00,50.000,,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,V L3,57.735,V,120.00,50.000,,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,V 4,57.735,V,0.00,50.060,line side — 50.060 Hz,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,I A-L1,0.0000,A,0.00,50.000,end A,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,I A-L2,0.0000,A,0.00,50.000,end A,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,5,Slip outside limit,,,,,I A-L3,0.0000,A,0.00,50.000,end A,BLOCKED,Δf 0.060 Hz,no,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,V L1,57.735,V,0.00,50.000,,CLOSE RELEASED,From the dead-line logic,op,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,V L2,57.735,V,-120.00,50.000,,CLOSE RELEASED,From the dead-line logic,op,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,V L3,57.735,V,120.00,50.000,,CLOSE RELEASED,From the dead-line logic,op,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,V 4,10.000,V,0.00,50.000,line side,CLOSE RELEASED,From the dead-line logic,op,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,I A-L1,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,From the dead-line logic,op,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,I A-L2,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,From the dead-line logic,op,
25,Synchrocheck,Automation,Synchronizer,points,6,"Dead line, live bus",,,,,I A-L3,0.0000,A,0.00,50.000,end A,CLOSE RELEASED,From the dead-line logic,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — below,,,,,V L1,43.879,V,0.00,50.000,depressed phase,OPERATE,Operate after 2.000 s,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — below,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Operate after 2.000 s,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — below,,,,,V L3,57.735,V,120.00,50.000,,OPERATE,Operate after 2.000 s,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — below,,,,,I A-L1,0.0000,A,0.00,50.000,end A,OPERATE,Operate after 2.000 s,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — below,,,,,I A-L2,0.0000,A,0.00,50.000,end A,OPERATE,Operate after 2.000 s,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — below,,,,,I A-L3,0.0000,A,0.00,50.000,end A,OPERATE,Operate after 2.000 s,op,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — above,,,,,V L1,48.497,V,0.00,50.000,depressed phase,RESTRAIN,No operation,no,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,RESTRAIN,No operation,no,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — above,,,,,V L3,57.735,V,120.00,50.000,,RESTRAIN,No operation,no,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — above,,,,,I A-L1,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — above,,,,,I A-L2,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — above,,,,,I A-L3,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 0.50× threshold,,,,,V L1,23.094,V,0.00,50.000,depressed phase,2.000 s,Definite time,nu,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 0.50× threshold,,,,,V L2,57.735,V,-120.00,50.000,,2.000 s,Definite time,nu,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 0.50× threshold,,,,,V L3,57.735,V,120.00,50.000,,2.000 s,Definite time,nu,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 0.50× threshold,,,,,I A-L1,0.0000,A,0.00,50.000,end A,2.000 s,Definite time,nu,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 0.50× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,2.000 s,Definite time,nu,
27,Undervoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 0.50× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,2.000 s,Definite time,nu,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — above,,,,,V L1,69.715,V,0.00,50.000,raised phase,OPERATE,Operate after 2.000 s,op,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Operate after 2.000 s,op,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — above,,,,,V L3,57.735,V,120.00,50.000,,OPERATE,Operate after 2.000 s,op,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — above,,,,,I A-L1,0.0000,A,0.00,50.000,end A,OPERATE,Operate after 2.000 s,op,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — above,,,,,I A-L2,0.0000,A,0.00,50.000,end A,OPERATE,Operate after 2.000 s,op,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,1,Threshold — above,,,,,I A-L3,0.0000,A,0.00,50.000,end A,OPERATE,Operate after 2.000 s,op,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — below,,,,,V L1,63.076,V,0.00,50.000,raised phase,RESTRAIN,No operation,no,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — below,,,,,V L2,57.735,V,-120.00,50.000,,RESTRAIN,No operation,no,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — below,,,,,V L3,57.735,V,120.00,50.000,,RESTRAIN,No operation,no,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — below,,,,,I A-L1,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — below,,,,,I A-L2,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,2,Threshold — below,,,,,I A-L3,0.0000,A,0.00,50.000,end A,RESTRAIN,No operation,no,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 1.30× threshold,,,,,V L1,86.314,V,0.00,50.000,raised phase,2.000 s,Definite time,nu,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 1.30× threshold,,,,,V L2,57.735,V,-120.00,50.000,,2.000 s,Definite time,nu,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 1.30× threshold,,,,,V L3,57.735,V,120.00,50.000,,2.000 s,Definite time,nu,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 1.30× threshold,,,,,I A-L1,0.0000,A,0.00,50.000,end A,2.000 s,Definite time,nu,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 1.30× threshold,,,,,I A-L2,0.0000,A,0.00,50.000,end A,2.000 s,Definite time,nu,
59,Overvoltage,Voltage & frequency,Voltage,pickup+time,3,Timing at 1.30× threshold,,,,,I A-L3,0.0000,A,0.00,50.000,end A,2.000 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,1,Threshold — past,,,,,V L1,57.735,V,0.00,48.950,,OPERATE,Operate after 0.500 s,op,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,1,Threshold — past,,,,,V L2,57.735,V,-120.00,48.950,,OPERATE,Operate after 0.500 s,op,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,1,Threshold — past,,,,,V L3,57.735,V,120.00,48.950,,OPERATE,Operate after 0.500 s,op,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,1,Threshold — past,,,,,I A-L1,0.0000,A,0.00,48.950,end A,OPERATE,Operate after 0.500 s,op,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,1,Threshold — past,,,,,I A-L2,0.0000,A,0.00,48.950,end A,OPERATE,Operate after 0.500 s,op,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,1,Threshold — past,,,,,I A-L3,0.0000,A,0.00,48.950,end A,OPERATE,Operate after 0.500 s,op,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,2,Threshold — short of,,,,,V L1,57.735,V,0.00,49.050,,RESTRAIN,No operation,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,2,Threshold — short of,,,,,V L2,57.735,V,-120.00,49.050,,RESTRAIN,No operation,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,2,Threshold — short of,,,,,V L3,57.735,V,120.00,49.050,,RESTRAIN,No operation,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,2,Threshold — short of,,,,,I A-L1,0.0000,A,0.00,49.050,end A,RESTRAIN,No operation,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,2,Threshold — short of,,,,,I A-L2,0.0000,A,0.00,49.050,end A,RESTRAIN,No operation,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,2,Threshold — short of,,,,,I A-L3,0.0000,A,0.00,49.050,end A,RESTRAIN,No operation,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,3,Timing,,,,,V L1,57.735,V,0.00,48.950,,0.500 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,3,Timing,,,,,V L2,57.735,V,-120.00,48.950,,0.500 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,3,Timing,,,,,V L3,57.735,V,120.00,48.950,,0.500 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,3,Timing,,,,,I A-L1,0.0000,A,0.00,48.950,end A,0.500 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,3,Timing,,,,,I A-L2,0.0000,A,0.00,48.950,end A,0.500 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,3,Timing,,,,,I A-L3,0.0000,A,0.00,48.950,end A,0.500 s,Definite time,nu,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,4,Below minimum voltage,,,,,V L1,24.000,V,0.00,48.950,,BLOCKED,Function inhibited,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,4,Below minimum voltage,,,,,V L2,24.000,V,-120.00,48.950,,BLOCKED,Function inhibited,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,4,Below minimum voltage,,,,,V L3,24.000,V,120.00,48.950,,BLOCKED,Function inhibited,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,4,Below minimum voltage,,,,,I A-L1,0.0000,A,0.00,48.950,end A,BLOCKED,Function inhibited,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,4,Below minimum voltage,,,,,I A-L2,0.0000,A,0.00,48.950,end A,BLOCKED,Function inhibited,no,
81,Under / over frequency,Voltage & frequency,Quick CMC,points,4,Below minimum voltage,,,,,I A-L3,0.0000,A,0.00,48.950,end A,BLOCKED,Function inhibited,no,
